Active,Key,Level,SubKey,Shopkeeper,Occupation,BaseMultiplier,BaseValue,NumIngredients,RecipeValueMultiplier,Value,CraftingRecipe/Good/...,CraftingRecipe/Value/Total,UsedInOtherRecipes,AllowJunk,MinorUpgradeDesc/SkillPoints,MinorUpgradeDesc/Entry/...,MajorUpgradeDesc/SkillPoints,MajorUpgradeDesc/Entry/...
TRUE,good_largebarrel,15,L15,Ms. Largebar,cooper of Large Barrels,,0,2,1.9,46,good_barrel + good_barrel + ,24,0,TRUE,1,3x good_largebarrel,1,3x good_largebarrel + 2x good_blackoak + 1x wo_ant_node_heavylifter + 
TRUE,good_largebarrel,30,L30,Mistress Largebar,lady of Large Barrels,,0,2,2.1,51,good_barrel + good_barrel + ,24,0,TRUE,1,3x good_largebarrel,1,4x good_largebarrel + 3x good_blackoak + 1x wo_ant_node_heavylifter + 
TRUE,good_blackoak,0,L0,Madam Blackoak,sawyer of Black Oak,,0,2,1.5,54,good_oak + good_oak + ,36,0,TRUE,1,1x good_blackoak,,
TRUE,good_blackoak,5,L5,Madam Blackoak,sawyer of Black Oak,,0,2,1.7,62,good_oak + good_oak + ,36,0,TRUE,1,2x good_blackoak,1,2x good_blackoak + 1x good_blackbread + 1x wo_car_node_slow + 
TRUE,good_blackoak,15,L15,Madam Blackoak,sawyer of Black Oak,,0,2,1.9,69,good_oak + good_oak + ,36,0,TRUE,1,3x good_blackoak,1,3x good_blackoak + 2x good_blackbread + 1x wo_car_node_slow + 
TRUE,good_blackoak,30,L30,Mistress Blackoak,sorceress of the Black Oak,,0,2,2.1,76,good_oak + good_oak + ,36,0,TRUE,1,3x good_blackoak,1,4x good_blackoak + 3x good_blackbread + 1x wo_car_node_slow + 
TRUE,good_blackbread,0,L0,Captain Blackbread,baker of Black Bread,,0,2,1.5,36,good_bread + good_bread + ,24,0,TRUE,1,1x good_blackbread,,
TRUE,good_blackbread,5,L5,Captain Blackbread,baker of Black Bread,,0,2,1.7,41,good_bread + good_bread + ,24,0,TRUE,1,2x good_blackbread,1,2x good_blackbread + 1x good_firedbricks + 1x wo_car_node_fast + 
TRUE,good_blackbread,15,L15,Captain Blackbread,baker of Black Bread,,0,2,1.9,46,good_bread + good_bread + ,24,0,TRUE,1,3x good_blackbread,1,3x good_blackbread + 2x good_firedbricks + 1x wo_car_node_fast + 
TRUE,good_blackbread,30,L30,Dread Blackbread,pirate of the Black Bread,,0,2,2.1,51,good_bread + good_bread + ,24,0,TRUE,1,3x good_blackbread,1,4x good_blackbread + 3x good_firedbricks + 1x wo_car_node_fast + 
TRUE,good_firedbricks,0,L0,Mr. Fire de Briques,crafter of Fired Bricks,,0,2,1.5,66,good_bricks + good_bricks + ,44,0,TRUE,1,1x good_firedbricks,,
TRUE,good_firedbricks,5,L5,Mr. Fire de Briques,crafter of Fired Bricks,,0,2,1.7,75,good_bricks + good_bricks + ,44,0,TRUE,1,2x good_firedbricks,1,2x good_firedbricks + 1x good_whiskey + 1x wo_car_node_hop + 
TRUE,good_firedbricks,15,L15,Mr. Fire de Briques,crafter of Fired Bricks,,0,2,1.9,84,good_bricks + good_bricks + ,44,0,TRUE,1,3x good_firedbricks,1,3x good_firedbricks + 2x good_whiskey + 1x wo_car_node_hop + 
TRUE,good_firedbricks,30,L30,Master Fire de Briques,master of Fired Bricks,,0,2,2.1,93,good_bricks + good_bricks + ,44,0,TRUE,1,3x good_firedbricks,1,4x good_firedbricks + 3x good_whiskey + 1x wo_car_node_hop + 
TRUE,good_whiskey,0,L0,Madam Whiskienne,distiller of Whiskey,,0,2,1.5,53,good_barrel + good_spirits + ,35,0,FALSE,1,1x good_whiskey,,
TRUE,good_whiskey,5,L5,Madam Whiskienne,distiller of Whiskey,,0,3,1.7,99,good_barrel + good_spirits + good_spirits + ,58,0,FALSE,1,2x good_whiskey,1,2x good_whiskey + 1x good_chair + 1x wo_cat_and_catcher + 
TRUE,good_whiskey,15,L15,Madam Whiskienne,distiller of Whiskey,,0,4,1.9,133,good_barrel + good_spirits + good_barrel + good_spirits + ,70,0,FALSE,1,3x good_whiskey,1,3x good_whiskey + 2x good_chair + 1x wo_cat_and_catcher + 
TRUE,good_whiskey,30,L30,Mistress Whiskienne,master distiller of Whiskey,,0,5,2.1,196,good_barrel + good_spirits + good_barrel + good_spirits + good_spirits + ,93,0,FALSE,1,3x good_whiskey,1,4x good_whiskey + 3x good_chair + 1x wo_cat_and_catcher + 
TRUE,good_chair,0,L0,Monsieur Chairton,builder of Chairs,,0,2,1.5,125,good_whiskey + good_lumber + ,83,0,FALSE,1,1x good_chair,,
TRUE,good_chair,5,L5,Monsieur Chairton,builder of Chairs,,0,3,1.7,193,good_whiskey + good_lumber + good_lumber + ,113,0,FALSE,1,2x good_chair,1,2x good_chair + 1x good_jewelrybox + 1x wo_tower_stout + 
TRUE,good_chair,15,L15,Monsieur Chairton,builder of Chairs,,0,4,1.9,316,good_whiskey + good_lumber + good_whiskey + good_lumber + ,166,0,FALSE,1,3x good_chair,1,3x good_chair + 2x good_jewelrybox + 1x wo_tower_stout + 
TRUE,good_chair,30,L30,Lord Chairton,lord of the Chairs,,0,5,2.1,412,good_whiskey + good_lumber + good_whiskey + good_lumber + good_lumber + ,196,0,FALSE,1,3x good_chair,1,4x good_chair + 3x good_jewelrybox + 1x wo_tower_stout + 
TRUE,good_jewelrybox,0,L0,Sir Jewelbox,crafter of Jewelry Boxes,,0,2,0.5,80,good_chair + good_gems + ,160,0,FALSE,1,1x good_jewelrybox,,
TRUE,good_jewelrybox,5,L5,Sir Jewelbox,crafter of Jewelry Boxes,,0,2,1,160,good_chair + good_gems + ,160,0,FALSE,1,2x good_jewelrybox,1,2x good_jewelrybox + 1x good_desk + 1x wo_transfer_station_90 + 
TRUE,good_jewelrybox,15,L15,Sir Jewelbox,crafter of Jewelry Boxes,,0,2,2,320,good_chair + good_gems + ,160,0,FALSE,1,3x good_jewelrybox,1,3x good_jewelrybox + 2x good_desk + 1x wo_transfer_station_90 + 
TRUE,good_jewelrybox,30,L30,Sir Jewelbox,crafter of Jewelry Boxes,,0,2,3,480,good_chair + good_gems + ,160,0,FALSE,1,3x good_jewelrybox,1,4x good_jewelrybox + 3x good_desk + 1x wo_transfer_station_90 + 
TRUE,good_desk,0,L0,Mrs Desker,crafter of Desks,,0,2,0.5,55,good_jewelrybox + good_lumber + ,110,0,FALSE,1,1x good_desk,,
TRUE,good_desk,5,L5,Mrs Desker,crafter of Desks,,0,3,1,140,good_jewelrybox + good_lumber + good_lumber + ,140,0,FALSE,1,2x good_desk,1,2x good_desk + 1x good_incense + 1x wo_rotate_station + 
TRUE,good_desk,15,L15,Mrs Desker,crafter of Desks,,0,4,2,440,good_jewelrybox + good_lumber + good_jewelrybox + good_lumber + ,220,0,FALSE,1,3x good_desk,1,3x good_desk + 2x good_incense + 1x wo_rotate_station + 
TRUE,good_desk,30,L30,Mistress Desker,master crafter of Desks,,0,5,3,750,good_jewelrybox + good_lumber + good_jewelrybox + good_lumber + good_lumber + ,250,0,FALSE,1,3x good_desk,1,4x good_desk + 3x good_incense + 1x wo_rotate_station + 
TRUE,good_incense,0,L0,Dr. Incensson,crafter of Incense,,0,2,1.5,230,good_desk + good_mulledwine + ,153,0,FALSE,1,1x good_incense,,
TRUE,good_incense,5,L5,Dr. Incensson,crafter of Incense,,0,3,1.2,250,good_mulledwine + good_jewelrybox + good_lumber + ,208,0,FALSE,1,2x good_incense,1,2x good_incense + 1x good_rockhammers + 1x wo_ant_node_double + 
TRUE,good_incense,15,L15,Dr. Incensson,crafter of Incense,,0,4,1,288,good_mulledwine + good_chair + good_gems + good_lumber + ,288,0,FALSE,1,3x good_incense,1,3x good_incense + 2x good_rockhammers + 1x wo_ant_node_double + 
TRUE,good_incense,30,L30,Master Incensson,master crafter of Incense,,0,5,0.5,123,good_mulledwine + good_whiskey + good_lumber + good_gems + good_lumber + ,246,0,FALSE,1,3x good_incense,1,4x good_incense + 3x good_rockhammers + 1x wo_ant_node_double + 
TRUE,good_rockhammers,0,L0,Mr. Rock Hamma,purveyor of Rock Hammers,,0,2,1.5,420,good_incense + good_ore + ,280,0,FALSE,1,1x good_rockhammers,,
TRUE,good_rockhammers,5,L5,Mr. Rock Hamma,purveyor of Rock Hammers,,0,2,1.7,476,good_incense + good_ore + ,280,0,FALSE,1,2x good_rockhammers,1,2x good_rockhammers + 1x good_beer + 1x wo_ant_node_heavylifter + 
TRUE,good_rockhammers,15,L15,Mr. Rock Hamma,purveyor of Rock Hammers,,0,2,1.9,532,good_incense + good_ore + ,280,0,FALSE,1,3x good_rockhammers,1,3x good_rockhammers + 2x good_beer + 1x wo_ant_node_heavylifter + 
TRUE,good_rockhammers,30,L30,General Rock Hamma,warlord of Rock Hammers,,0,2,2.1,588,good_incense + good_ore + ,280,0,FALSE,1,3x good_rockhammers,1,4x good_rockhammers + 3x good_beer + 1x wo_ant_node_heavylifter + 
TRUE,good_beer,0,L0,Sister Bier,brewer of Beer,,0,2,1.8,216,good_bread + good_idols + ,120,0,FALSE,1,1x good_beer,,
TRUE,good_beer,5,L5,Sister Bier,brewer of Beer,,0,3,1.8,238,good_bread + good_idols + good_bread + ,132,0,FALSE,1,2x good_beer,1,2x good_beer + 1x good_fruitcake + 1x wo_car_node_slow + 
TRUE,good_beer,15,L15,Sister Bier,brewer of Beer,,0,4,1.8,432,good_bread + good_idols + good_bread + good_idols + ,240,0,FALSE,1,3x good_beer,1,3x good_beer + 2x good_fruitcake + 1x wo_car_node_slow + 
TRUE,good_beer,30,L30,Lady Bier,grand priestess of Beer,,0,4,2.5,600,good_bread + good_idols + good_bread + good_idols + ,240,0,FALSE,1,3x good_beer,1,4x good_beer + 3x good_fruitcake + 1x wo_car_node_slow + 
TRUE,good_fruitcake,0,L0,Madam Fruite de Cake,baker of Fruit Cake,,0,2,1.5,75,good_bread + good_perfume + ,50,0,FALSE,1,1x good_fruitcake,,
TRUE,good_fruitcake,5,L5,Madam Fruite de Cake,baker of Fruit Cake,,0,3,1.5,93,good_bread + good_perfume + good_bread + ,62,0,FALSE,1,2x good_fruitcake,1,2x good_fruitcake + 1x good_cinnamonrolls + 1x wo_car_node_fast + 
TRUE,good_fruitcake,15,L15,Madam Fruite de Cake,baker of Fruit Cake,,0,4,1.5,150,good_bread + good_perfume + good_bread + good_perfume + ,100,0,FALSE,1,3x good_fruitcake,1,3x good_fruitcake + 2x good_cinnamonrolls + 1x wo_car_node_fast + 
TRUE,good_fruitcake,30,L30,Lady Fruite de Cake,master baker of Fruit Cake,,0,5,1.5,168,good_bread + good_perfume + good_bread + good_perfume + good_bread + ,112,0,FALSE,1,3x good_fruitcake,1,4x good_fruitcake + 3x good_cinnamonrolls + 1x wo_car_node_fast + 
TRUE,good_cinnamonrolls,0,L0,Ms. Cinnamon,baker of Cinnamon Rolls,,0,5,1.3,156,good_bread + good_spices + good_bread + good_spices + good_bread + ,120,0,FALSE,1,1x good_cinnamonrolls,,
TRUE,good_cinnamonrolls,5,L5,Ms. Cinnamon,baker of Cinnamon Rolls,,0,4,1.5,162,good_bread + good_spices + good_bread + good_spices + ,108,0,FALSE,1,2x good_cinnamonrolls,1,2x good_cinnamonrolls + 1x good_catstatue + 1x wo_car_node_hop + 
TRUE,good_cinnamonrolls,15,L15,Ms. Cinnamon,baker of Cinnamon Rolls,,0,3,2.5,165,good_bread + good_spices + good_bread + ,66,0,FALSE,1,3x good_cinnamonrolls,1,3x good_cinnamonrolls + 2x good_catstatue + 1x wo_car_node_hop + 
TRUE,good_cinnamonrolls,30,L30,Mistress Cinnamon,master baker of Cinnamon Rolls,,0,2,3.2,173,good_bread + good_spices + ,54,0,FALSE,1,3x good_cinnamonrolls,1,4x good_cinnamonrolls + 3x good_catstatue + 1x wo_car_node_hop + 
TRUE,good_catstatue,0,L0,Mr. Cat Stavens,blesser of Cat Statues,,0,5,1.3,177,good_bricks + good_gems + good_bricks + good_gems + good_bricks + ,136,0,FALSE,1,1x good_catstatue,,
TRUE,good_catstatue,5,L5,Mr. Cat Stavens,blesser of Cat Statues,,0,4,1.6,183,good_bricks + good_gems + good_bricks + good_gems + ,114,0,FALSE,1,2x good_catstatue,1,2x good_catstatue + 1x good_metalingot + 1x wo_cat_and_catcher + 
TRUE,good_catstatue,15,L15,Mr. Cat Stavens,blesser of Cat Statues,,0,3,2.5,198,good_bricks + good_gems + good_bricks + ,79,0,FALSE,1,3x good_catstatue,1,3x good_catstatue + 2x good_metalingot + 1x wo_cat_and_catcher + 
TRUE,good_catstatue,30,L30,Master Cat Stavens,priest of Cat Statues,,0,2,3.5,200,good_bricks + good_gems + ,57,0,FALSE,1,3x good_catstatue,1,4x good_catstatue + 3x good_metalingot + 1x wo_cat_and_catcher + 
TRUE,good_metalingot,0,L0,Forman Metalinga,forger of Metal Ingots,,0,5,1.2,233,good_bricks + good_ore + good_bricks + good_ore + good_ore + ,194,0,FALSE,1,1x good_metalingot,,
TRUE,good_metalingot,5,L5,Forman Metalinga,forger of Metal Ingots,,0,4,1.6,231,good_bricks + good_ore + good_bricks + good_ore + ,144,0,FALSE,1,2x good_metalingot,1,2x good_metalingot + 1x good_curry + 1x wo_tower_stout + 
TRUE,good_metalingot,15,L15,Forman Metalinga,forger of Metal Ingots,,0,3,2.2,269,good_bricks + good_ore + good_ore + ,122,0,FALSE,1,3x good_metalingot,1,3x good_metalingot + 2x good_curry + 1x wo_tower_stout + 
TRUE,good_metalingot,30,L30,Master Metalinga,master forger of Metal Ingots,,0,2,3.5,252,good_bricks + good_ore + ,72,0,FALSE,1,3x good_metalingot,1,4x good_metalingot + 3x good_curry + 1x wo_tower_stout + 
TRUE,good_curry,0,L0,Madam Curie,cooker of hot Curry,,0,5,1.2,204,good_bricks + good_spices + good_bricks + good_spices + good_spices + ,170,0,FALSE,1,1x good_curry,,
TRUE,good_curry,5,L5,Madam Curie,cooker of hot Curry,,0,4,1.6,205,good_bricks + good_spices + good_bricks + good_spices + ,128,0,FALSE,1,2x good_curry,1,2x good_curry + 1x good_chowder + 1x wo_transfer_station_90 + 
TRUE,good_curry,15,L15,Madam Curie,cooker of hot Curry,,0,3,2.2,190,good_bricks + good_spices + good_bricks + ,86,0,FALSE,1,3x good_curry,1,3x good_curry + 2x good_chowder + 1x wo_transfer_station_90 + 
TRUE,good_curry,30,L30,Lady Curie,discoverer of hot Curry,,0,2,3.5,224,good_bricks + good_spices + ,64,0,FALSE,1,3x good_curry,1,4x good_curry + 3x good_chowder + 1x wo_transfer_station_90 + 
TRUE,good_chowder,0,L0,Chef Chowdah,cooker of Chowder,,0,2,1.5,135,good_stew + good_lumber + ,90,0,FALSE,1,1x good_chowder,,
TRUE,good_chowder,5,L5,Chef Chowdah,cooker of Chowder,,0,2,1.7,153,good_stew + good_lumber + ,90,0,FALSE,1,2x good_chowder,1,2x good_chowder + 1x good_grog + 1x wo_rotate_station + 
TRUE,good_chowder,15,L15,Chef Chowdah,cooker of Chowder,,0,2,1.9,171,good_stew + good_lumber + ,90,0,FALSE,1,3x good_chowder,1,3x good_chowder + 2x good_grog + 1x wo_rotate_station + 
TRUE,good_chowder,30,L30,Lady Chowdah,goddess of Chowder,,0,2,2.1,189,good_stew + good_lumber + ,90,0,FALSE,1,3x good_chowder,1,4x good_chowder + 3x good_grog + 1x wo_rotate_station + 
TRUE,good_grog,0,L0,Sir Grog,brewer of Grog,,0,5,1.2,272,good_stew + good_spirits + good_stew + good_spirits + good_stew + ,226,0,FALSE,1,1x good_grog,,
TRUE,good_grog,5,L5,Sir Grog,brewer of Grog,,0,4,1.6,325,good_stew + good_stew + good_stew + good_spirits + ,203,0,FALSE,1,2x good_grog,1,2x good_grog + 1x good_chili + 1x wo_ant_node_double + 
TRUE,good_grog,15,L15,Sir Grog,brewer of Grog,,0,3,2.2,315,good_stew + good_spirits + good_stew + ,143,0,FALSE,1,3x good_grog,1,3x good_grog + 2x good_chili + 1x wo_ant_node_double + 
TRUE,good_grog,30,L30,Lord Grog,master brewer of Grog,,0,2,3.5,291,good_stew + good_spirits + ,83,0,FALSE,1,3x good_grog,1,4x good_grog + 3x good_chili + 1x wo_ant_node_double + 
TRUE,good_chili,0,L0,Mr.  Chili,cooker of Chili,,0,2,1.5,396,good_stew + good_curry + ,264,0,FALSE,1,1x good_chili,,
TRUE,good_chili,5,L5,Mr.  Chili,cooker of Chili,,0,3,1.7,211,good_stew + good_bricks + good_spices + ,124,0,FALSE,1,2x good_chili,1,2x good_chili + 1x good_windows + 1x wo_ant_node_heavylifter + 
TRUE,good_chili,15,L15,Mr.  Chili,cooker of Chili,,0,4,1.9,198,good_bricks + good_spices + good_food + good_lumber + ,104,0,FALSE,1,3x good_chili,1,3x good_chili + 2x good_windows + 1x wo_ant_node_heavylifter + 
TRUE,good_chili,30,L30,Master  Chili,master Chili chef,,0,5,2.1,248,good_stone + good_spices + good_food + good_lumber + good_stone + ,118,0,FALSE,1,3x good_chili,1,4x good_chili + 3x good_windows + 1x wo_ant_node_heavylifter + 
TRUE,good_windows,0,L0,Mrs. Windowite,crafter of Windows,,0,2,1.5,419,good_glass + good_catstatue + ,279,0,FALSE,1,1x good_windows,,
TRUE,good_windows,5,L5,Mrs. Windowite,crafter of Windows,,0,2,1.7,475,good_glass + good_catstatue + ,279,0,FALSE,1,2x good_windows,1,2x good_windows + 1x good_spyglass + 1x wo_car_node_slow + 
TRUE,good_windows,15,L15,Mrs. Windowite,crafter of Windows,,0,2,1.9,531,good_glass + good_catstatue + ,279,0,FALSE,1,3x good_windows,1,3x good_windows + 2x good_spyglass + 1x wo_car_node_slow + 
TRUE,good_windows,30,L30,Mistress Windowite,master crafter of Windows,,0,2,2.1,586,good_glass + good_catstatue + ,279,0,FALSE,1,3x good_windows,1,4x good_windows + 3x good_spyglass + 1x wo_car_node_slow + 
TRUE,good_spyglass,0,L0,Ms. Spyglasso,crafter of Spy Glasses,,0,2,1.5,681,good_windows + good_gems + ,454,0,FALSE,1,1x good_spyglass,,
TRUE,good_spyglass,5,L5,Ms. Spyglasso,crafter of Spy Glasses,,0,3,1.6,1100,good_windows + good_gems + good_metalingot + ,687,0,FALSE,1,2x good_spyglass,1,2x good_spyglass + 1x good_finebrandy + 1x wo_car_node_fast + 
TRUE,good_spyglass,15,L15,Ms. Spyglasso,crafter of Spy Glasses,,0,3,1.7,1168,good_windows + good_gems + good_metalingot + ,687,0,FALSE,1,3x good_spyglass,1,3x good_spyglass + 2x good_finebrandy + 1x wo_car_node_fast + 
TRUE,good_spyglass,30,L30,Frau Spyglaso,Master crafter of Spy Glasses,,0,4,2,1630,good_windows + good_gems + good_metalingot + good_jewelry + ,815,0,FALSE,1,3x good_spyglass,1,4x good_spyglass + 3x good_finebrandy + 1x wo_car_node_fast + 
TRUE,good_finebrandy,0,L0,Miz Fine Brandi,distiller of Fine Brandy,,0,3,1.5,641,good_glass + good_grog + good_whiskey + ,427,0,FALSE,1,1x good_finebrandy,,
TRUE,good_finebrandy,5,L5,Miz Fine Brandi,distiller of Fine Brandy,,0,3,1.7,726,good_glass + good_grog + good_whiskey + ,427,0,FALSE,1,2x good_finebrandy,1,2x good_finebrandy + 1x good_crockpot + 1x wo_car_node_hop + 
TRUE,good_finebrandy,15,L15,Miz Fine Brandi,distiller of Fine Brandy,,0,3,1.9,812,good_glass + good_grog + good_whiskey + ,427,0,FALSE,1,3x good_finebrandy,1,3x good_finebrandy + 2x good_crockpot + 1x wo_car_node_hop + 
TRUE,good_finebrandy,30,L30,Mistress Fine Brandi,master distiller of Fine Brandy,,0,3,2.1,897,good_glass + good_grog + good_whiskey + ,427,0,FALSE,1,3x good_finebrandy,1,4x good_finebrandy + 3x good_crockpot + 1x wo_car_node_hop + 
TRUE,good_crockpot,0,L0,Sir Crock Potter,Crock Pot chef,,0,5,1.2,782,good_cookedfood + good_chowder + good_cookedfood + good_chowder + good_chowder + ,651,0,FALSE,1,1x good_crockpot,,
TRUE,good_crockpot,5,L5,Sir Crock Potter,Crock Pot chef,,0,4,1.6,826,good_cookedfood + good_chowder + good_cookedfood + good_chowder + ,516,0,FALSE,1,2x good_crockpot,1,2x good_crockpot + 1x good_lembascakes + 1x wo_cat_and_catcher + 
TRUE,good_crockpot,15,L15,Sir Crock Potter,Crock Pot chef,,0,3,2.2,839,good_cookedfood + good_chowder + good_cookedfood + ,381,0,FALSE,1,3x good_crockpot,1,3x good_crockpot + 2x good_lembascakes + 1x wo_cat_and_catcher + 
TRUE,good_crockpot,30,L30,Lord Crock Potter,diabolical Crock Pot chef,,0,2,3.5,903,good_cookedfood + good_chowder + ,258,0,FALSE,1,3x good_crockpot,1,4x good_crockpot + 3x good_lembascakes + 1x wo_cat_and_catcher + 
TRUE,good_lembascakes,0,L0,Mr. Lembasucake,baker of Lembas Cakes,,0,2,1.5,230,good_cookedfood + good_lumber + ,153,0,FALSE,1,1x good_lembascakes,,
TRUE,good_lembascakes,5,L5,Mr. Lembasucake,baker of Lembas Cakes,,0,3,1.7,470,good_cookedfood + good_lumber + good_cookedfood + ,276,0,FALSE,1,2x good_lembascakes,1,2x good_lembascakes + 1x good_luxuryfood + 1x wo_tower_stout + 
TRUE,good_lembascakes,15,L15,Mr. Lembasucake,baker of Lembas Cakes,,0,4,1.9,582,good_cookedfood + good_lumber + good_cookedfood + good_lumber + ,306,0,FALSE,1,3x good_lembascakes,1,3x good_lembascakes + 2x good_luxuryfood + 1x wo_tower_stout + 
TRUE,good_lembascakes,30,L30,Master Lembasucake,master baker of Lembas Cakes,,0,5,2.1,706,good_cookedfood + good_lumber + good_cookedfood + good_lumber + good_lumber + ,336,0,FALSE,1,3x good_lembascakes,1,4x good_lembascakes + 3x good_luxuryfood + 1x wo_tower_stout + 
TRUE,good_luxuryfood,0,L0,Chef Luxofood,Luxury Food chef,,0,2,1.5,237,good_cookedfood + good_gems + ,158,0,FALSE,1,1x good_luxuryfood,,
TRUE,good_luxuryfood,5,L5,Chef Luxofood,Luxury Food chef,,0,3,1.5,219,good_cookedfood + good_stone + good_water + ,146,0,FALSE,1,2x good_luxuryfood,1,2x good_luxuryfood + 1x good_glue + 1x wo_transfer_station_90 + 
TRUE,good_luxuryfood,15,L15,Chef Luxofood,Luxury Food chef,,0,4,1.5,161,good_wood + good_spices + good_wood + good_gems + ,107,0,FALSE,1,3x good_luxuryfood,1,3x good_luxuryfood + 2x good_glue + 1x wo_transfer_station_90 + 
TRUE,good_luxuryfood,30,L30,Master Chef Luxofood,Luxury Food chef with a nice car,,0,5,1.5,143,good_wood + good_spices + good_wood + good_stone + good_water + ,95,0,FALSE,1,3x good_luxuryfood,1,4x good_luxuryfood + 3x good_glue + 1x wo_transfer_station_90 + 
TRUE,good_glue,0,L0,Major Glue,believer in Glue,,0,4,1.5,393,good_flour + good_lumber + good_flour + good_lumber + ,262,0,FALSE,1,1x good_glue,,
TRUE,good_glue,5,L5,Major Glue,believer in Glue,,0,4,1.5,333,good_flour + good_flour + good_wood + good_water + ,222,0,FALSE,1,2x good_glue,1,2x good_glue + 1x good_Firebread + 1x wo_rotate_station + 
TRUE,good_glue,15,L15,Major Glue,believer in Glue,,0,4,1.5,152,good_stone + good_spirits + good_lumber + good_lumber + ,101,0,FALSE,1,3x good_glue,1,3x good_glue + 2x good_Firebread + 1x wo_rotate_station + 
TRUE,good_glue,30,L30,General Glue,advocate of Glue,,0,4,1.5,92,good_stone + good_spirits + good_wood + good_water + ,61,0,FALSE,1,3x good_glue,1,4x good_glue + 3x good_Firebread + 1x wo_rotate_station + 
TRUE,good_Firebread,0,L0,Mrs. Fire Breadton,baker of Fire Bread,,0,2,1.2,597,good_flour + good_chili + ,497,0,FALSE,1,1x good_Firebread,,
TRUE,good_Firebread,5,L5,Mrs. Fire Breadton,baker of Fire Bread,,0,3,1.6,1164,good_flour + good_chili + good_lembascakes + ,727,0,FALSE,1,2x good_Firebread,1,2x good_Firebread + 1x good_FineFlour + 1x wo_ant_node_double + 
TRUE,good_Firebread,15,L15,Mrs. Fire Breadton,baker of Fire Bread,,0,4,2,1928,good_flour + good_chili + good_lembascakes + good_luxuryfood + ,964,0,FALSE,1,3x good_Firebread,1,3x good_Firebread + 2x good_FineFlour + 1x wo_ant_node_double + 
TRUE,good_Firebread,30,L30,Elder Fire Breadton,elder baker of Fire Bread,,0,5,2.4,2832,good_flour + good_chili + good_lembascakes + good_luxuryfood + good_beer + ,1180,0,FALSE,1,3x good_Firebread,1,4x good_Firebread + 3x good_FineFlour + 1x wo_ant_node_double + 
TRUE,good_FineFlour,0,L0,Madam Finefleur,miller of Fine Flour,,0,5,1.3,527,good_flour + good_ore + good_largebarrel + good_mulledwine + good_potionoflife + ,405,0,FALSE,1,1x good_FineFlour,,
TRUE,good_FineFlour,5,L5,Madam Finefleur,miller of Fine Flour,,0,4,1.6,456,good_flour + good_ore + good_largebarrel + good_mulledwine + ,285,0,FALSE,1,2x good_FineFlour,1,2x good_FineFlour + 1x good_sweetwine + 1x wo_ant_node_heavylifter + 
TRUE,good_FineFlour,15,L15,Madam Finefleur,miller of Fine Flour,,0,3,2.5,468,good_flour + good_ore + good_largebarrel + ,187,0,FALSE,1,3x good_FineFlour,1,3x good_FineFlour + 2x good_sweetwine + 1x wo_ant_node_heavylifter + 
TRUE,good_FineFlour,30,L30,Lady Finefleur,master miller of Fine Flour,,0,2,3.5,529,good_flour + good_ore + ,151,0,FALSE,1,3x good_FineFlour,1,4x good_FineFlour + 3x good_sweetwine + 1x wo_ant_node_heavylifter + 
TRUE,good_sweetwine,0,L0,Susy Sweetwine,bottler of Sweet Wine,,0,2,1.2,161,good_spices + good_potionofjoy + ,134,0,FALSE,1,1x good_sweetwine,,
TRUE,good_sweetwine,5,L5,Susy Sweetwine,bottler of Sweet Wine,,0,2,1.7,228,good_spices + good_potionofjoy + ,134,0,FALSE,1,2x good_sweetwine,1,2x good_sweetwine + 1x good_rowboat + 1x wo_car_node_slow + 
TRUE,good_sweetwine,15,L15,Susy Sweetwine,bottler of Sweet Wine,,0,2,2.2,295,good_spices + good_potionofjoy + ,134,0,FALSE,1,3x good_sweetwine,1,3x good_sweetwine + 2x good_rowboat + 1x wo_car_node_slow + 
TRUE,good_sweetwine,30,L30,Mrs. Sweetwine,expert bottler of Sweet Wine,,0,2,2.7,362,good_spices + good_potionofjoy + ,134,0,FALSE,1,3x good_sweetwine,1,4x good_sweetwine + 3x good_rowboat + 1x wo_car_node_slow + 
TRUE,good_rowboat,0,L0,Captain Rowyerboat,crafter of Rowboats,,0,3,1.2,1610,good_spyglass + good_gunpowder + good_glue + ,1341,0,FALSE,1,1x good_rowboat,,
TRUE,good_rowboat,5,L5,Captain Rowyerboat,crafter of Rowboats,,0,3,1.7,2280,good_spyglass + good_gunpowder + good_glue + ,1341,0,FALSE,1,2x good_rowboat,1,2x good_rowboat + 1x good_haircream + 1x wo_car_node_fast + 
TRUE,good_rowboat,15,L15,Captain Rowyerboat,crafter of Rowboats,,0,3,2.2,2951,good_spyglass + good_gunpowder + good_glue + ,1341,0,FALSE,1,3x good_rowboat,1,3x good_rowboat + 2x good_haircream + 1x wo_car_node_fast + 
TRUE,good_rowboat,30,L30,Admiral Rowyerboat,master crafter of Rowboats,,0,3,2.7,3621,good_spyglass + good_gunpowder + good_glue + ,1341,0,FALSE,1,3x good_rowboat,1,4x good_rowboat + 3x good_haircream + 1x wo_car_node_fast + 
TRUE,good_haircream,0,L0,Dr. Haircremich,scientist of Hair Cream,,0,4,1.2,326,good_gems + good_potionofjoy + good_barrel + good_potionofdeath + ,271,0,FALSE,1,1x good_haircream,,
